compound,spacegroup,spacegroup_number,wyckoff_positions,atomic_species,number_of_atoms,cif_path,label
As1 Pr1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,TI
As1 Rh1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
As1 Rh1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
As1 Sc1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,TI
As1 Sr2,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
As1 Ta1,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,TI
As1 Ta1,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,TI
As1 Ta3,C 2/ c,15,"4f,4f,4f,4f,4f,4f,4f,4f,4f,4f","['Ag', 'C', 'O']",40,cifs_linked/mp-654937.cif,TI
As2 Ce1,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,TI
As2 Eu2,P -62 m,189,"3f,6k,3f,3g,2c,6j,6k,3f,3g,1a","['Ba', 'Cl', 'F']",36,cifs_linked/mp-560641.cif,TI
As2 Fe1,Immm,71,"1a,2e,1b","['Ag', 'Pb', 'Pd']",4,cifs_linked/mp-1097539.cif,TI
As2 Hf1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
As2 Hf3,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
As2 Nb1,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
As2 Nd1,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,TI
As2 Ni1,Pnnm,58,"2d,4e,2b,8h,4f,4g,8h,4g,4g,8h,8h","['Ag', 'O', 'W']",56,cifs_linked/mp-504466.cif,TI
As2 Sc3,P 4/ m,83,"4k,1d,4j,1a,4j,2e,4j,4k,1b","['Ba', 'Ca', 'O', 'Zr']",25,cifs_linked/mp-1228072.cif,TI
As2 Ta1,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
As2 Te3,R -3 m,166,"3b,1a,1a,1a","['Ag', 'Au', 'S']",6,cifs_linked/mp-34460.cif,TI
As2 Te3,C 2/ c,15,"4f,4f,4f,4f,4f,4f,4f,4f,4f,4f","['Ag', 'C', 'O']",40,cifs_linked/mp-654937.cif,TI
As2 Zr1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
As2 Zr3,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
As3 Ca1,P -1,2,"2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,1g,1e,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i","['Ag', 'N', 'W']",82,cifs_linked/mp-1245378.cif,TI
As3 Co1,Im -3,204,"4c,12g,12g,3b,24h,6e,1a","['Al', 'C', 'H', 'O']",62,cifs_linked/mp-1199608.cif,TI
As3 Eu1,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
As3 Eu1,P -1,2,"2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,1g,1e,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i","['Ag', 'N', 'W']",82,cifs_linked/mp-1245378.cif,TI
As3 Eu1,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
As3 Mn4,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
As3 Nb4,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
As3 Sc5,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
As3 Sr1,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
As3 Sr1,P -1,2,"2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,1g,1e,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i","['Ag', 'N', 'W']",82,cifs_linked/mp-1245378.cif,TI
As3 Tc2,P -1,2,"2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,1g,1e,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i","['Ag', 'N', 'W']",82,cifs_linked/mp-1245378.cif,TI
As4 Cu3,Immm,71,"1a,2e,1b","['Ag', 'Pb', 'Pd']",4,cifs_linked/mp-1097539.cif,TI
As4 Hf7,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
As4 Mo5,I 4/ m,87,"2e,2d,4h,4h,8i","['Ag', 'Cl', 'O']",20,cifs_linked/mp-27941.cif,TI
As4 Mo5,I 4/ m,87,"2e,2d,4h,4h,8i","['Ag', 'Cl', 'O']",20,cifs_linked/mp-27941.cif,TI
As4 Nb7,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
As4 Zr7,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
As7 Re3,Im -3 m,229,"4c,1a,3b,6e","['B', 'Ba', 'Li', 'N']",14,cifs_linked/mp-1214440.cif,TI
Au1 Cu1,Imma,74,"2a,2d,4i,4h","['Ag', 'As', 'Br']",12,cifs_linked/mp-2646989.cif,TI
Au1 Cu3,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,TI
Au1 Eu1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Au1 Eu3,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Au1 Ga1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Au1 Ga2,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,TI
Au1 La1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Au1 La1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Au1 Pb3,I -42 m,121,"2d,1b,4i","['Ag', 'Hg', 'I']",7,cifs_linked/mp-1229122.cif,TI
Au1 Pr1,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,TI
Au1 Sn2,Pbca,61,"8c,8c,8c,8c,8c,8c,8c,8c,8c,8c,8c","['Ag', 'Hg', 'O', 'Se']",88,cifs_linked/mp-558763.cif,TI
Au1 Tb1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Au2 Be1,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Au2 Ca1,Imma,74,"2a,2d,4i,4h","['Ag', 'As', 'Br']",12,cifs_linked/mp-2646989.cif,TI
Au2 Ca5,C 2/ c,15,"4f,4f,4f,4f,4f,4f,4f,4f,4f,4f","['Ag', 'C', 'O']",40,cifs_linked/mp-654937.cif,TI
Au2 Ce1,Imma,74,"2a,2d,4i,4h","['Ag', 'As', 'Br']",12,cifs_linked/mp-2646989.cif,TI
Au2 Gd1,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Au2 Pb1,Pbcn,60,"8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d","['Ag', 'B', 'Cl', 'H', 'N']",152,cifs_linked/mp-1194697.cif,TI
Au2 Yb1,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Au2 Zr1,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Au3 Ho1,Pmmn,59,"2e,2e","['Ag', 'Br']",4,cifs_linked/mp-2034510.cif,TI
Au3 In1,Pmmn,59,"2e,2e","['Ag', 'Br']",4,cifs_linked/mp-2034510.cif,TI
Au3 Lu1,Pmmn,59,"2e,2e","['Ag', 'Br']",4,cifs_linked/mp-2034510.cif,TI
Au3 Mg1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Au3 Tb1,Pmmn,59,"2e,2e","['Ag', 'Br']",4,cifs_linked/mp-2034510.cif,TI
Au3 Tm1,Pmmn,59,"2e,2e","['Ag', 'Br']",4,cifs_linked/mp-2034510.cif,TI
Au3 Zn1,I 4 1 / acd,142,"8e,16g,16g,16g,16g,16g,16g,16g,16g,8f,16g,16g,8f,16g,16g,16g,8e,16g,16g,8e,16g","['Al', 'C', 'H', 'O']",296,cifs_linked/mp-1201838.cif,TI
Au3 Zn1,Cmce,64,"4e,2a,4f,4d","['Ag', 'Cl', 'Pd']",14,cifs_linked/mp-28557.cif,TI
Au4 Ca5,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,TI
Au4 Cr1,I 4/ m,87,"2e,2d,4h,4h,8i","['Ag', 'Cl', 'O']",20,cifs_linked/mp-27941.cif,TI
Au4 Er1,I 4/ m,87,"2e,2d,4h,4h,8i","['Ag', 'Cl', 'O']",20,cifs_linked/mp-27941.cif,TI
Au4 Hf1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Au4 Th3,R -3,148,"2c,3d,1a,6f","['Ag', 'H', 'I', 'O']",12,cifs_linked/mp-555477.cif,TI
Au4 Ti1,I 4/ m,87,"2e,2d,4h,4h,8i","['Ag', 'Cl', 'O']",20,cifs_linked/mp-27941.cif,TI
Au4 Yb1,I 4/ m,87,"2e,2d,4h,4h,8i","['Ag', 'Cl', 'O']",20,cifs_linked/mp-27941.cif,TI
Au4 Zr1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Au5 Li3,Cmmm,65,"1d,2e,1a,2k,4p","['Ag', 'Sb', 'Te']",10,cifs_linked/mp-1215084.cif,TI
Au6 Ce1,C 2/ c,15,"4f,4f,4f,4f,4f,4f,4f,4f,4f,4f","['Ag', 'C', 'O']",40,cifs_linked/mp-654937.cif,TI
Au6 Nd1,C 2/ c,15,"4f,4f,4f,4f,4f,4f,4f,4f,4f,4f","['Ag', 'C', 'O']",40,cifs_linked/mp-654937.cif,TI
Au7 Rb3,Cmmm,65,"1d,2e,1a,2k,4p","['Ag', 'Sb', 'Te']",10,cifs_linked/mp-1215084.cif,TI
Au9 In4,P -43 m,215,"1b,1a,4e,4e","['Ag', 'B', 'C', 'N']",10,cifs_linked/mp-10413.cif,TI
B12 Pu1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,TI
B12 Th1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,TI
Ba1 Cd2,Imma,74,"2a,2d,4i,4h","['Ag', 'As', 'Br']",12,cifs_linked/mp-2646989.cif,TI
Ba1 Cd2,Imma,74,"2a,2d,4i,4h","['Ag', 'As', 'Br']",12,cifs_linked/mp-2646989.cif,TI
Ba1 Cu1,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,TI
Ba1 Ga2,P 6/ mmm,191,"1a,2e","['Au', 'C']",3,cifs_linked/mp-1214766.cif,TI
Ba1 Ge1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ba1 Ge5,Imma,74,"2a,2d,4i,4h","['Ag', 'As', 'Br']",12,cifs_linked/mp-2646989.cif,TI
Ba1 Ge6,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ba1 Hg2,Imma,74,"2a,2d,4i,4h","['Ag', 'As', 'Br']",12,cifs_linked/mp-2646989.cif,TI
Ba1 Hg6,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Ba1 In1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ba1 In2,Imma,74,"2a,2d,4i,4h","['Ag', 'As', 'Br']",12,cifs_linked/mp-2646989.cif,TI
Ba1 In2,Imma,74,"2a,2d,4i,4h","['Ag', 'As', 'Br']",12,cifs_linked/mp-2646989.cif,TI
Ba1 Pb1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ba1 Pb3,R -3 m,166,"3b,1a,1a,1a","['Ag', 'Au', 'S']",6,cifs_linked/mp-34460.cif,TI
Ba1 Pt2,Fd -3 m,227,"4c,2b,8e","['Ag', 'Mo', 'O']",14,cifs_linked/mp-19318.cif,TI
Ba1 Sb2,P 2 1 / m,11,"2e,2e,4f,4f,4f,4f,2e,4f,2e,2e,2e,2e,2e,2e,2e,4f,2e,2e,4f,2e,4f,2e,2e,2e","['Ag', 'As', 'I', 'O']",64,cifs_linked/mp-1199256.cif,TI
Ba1 Sb3,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Ba1 Si1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ba1 Si1,Imma,74,"2a,2d,4i,4h","['Ag', 'As', 'Br']",12,cifs_linked/mp-2646989.cif,TI
Ba1 Si2,P -3 m 1,164,"2d,2d,1a","['Ac', 'O']",5,cifs_linked/mp-11107.cif,TI
Ba1 Si2,P 6/ mmm,191,"1a,2e","['Au', 'C']",3,cifs_linked/mp-1214766.cif,TI
Ba1 Si2,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Ba1 Si2,Fd -3 m,227,"4c,2b,8e","['Ag', 'Mo', 'O']",14,cifs_linked/mp-19318.cif,TI
Ba1 Si5,Cmmm,65,"1d,2e,1a,2k,4p","['Ag', 'Sb', 'Te']",10,cifs_linked/mp-1215084.cif,TI
Ba1 Si6,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ba1 Sn1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ba1 Sn2,P -3 m 1,164,"2d,2d,1a","['Ac', 'O']",5,cifs_linked/mp-11107.cif,TI
Ba1 Sn5,P 6/ mmm,191,"1a,2e","['Au', 'C']",3,cifs_linked/mp-1214766.cif,TI
Ba1 Te1,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,TI
Ba1 Tl4,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Ba1 Zn2,Imma,74,"2a,2d,4i,4h","['Ag', 'As', 'Br']",12,cifs_linked/mp-2646989.cif,TI
Ba1 Zn5,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ba2 Bi1,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Ba2 Ge1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Ba2 Hg1,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Ba2 Pb1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Ba2 Sb1,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Ba2 Si1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Ba2 Zn1,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Ba3 Ge4,Cmmm,65,"1d,2e,1a,2k,4p","['Ag', 'Sb', 'Te']",10,cifs_linked/mp-1215084.cif,TI
Ba3 Ge5,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ba3 Pb5,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ba3 Sn5,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ba5 Si3,P 4/ ncc,130,"4b,4c,8f,16g,4c,16g","['Al', 'Mo', 'O', 'P']",52,cifs_linked/mp-557607.cif,TI
Ba5 Sn3,I 4/ mcm,140,"2d,2c,4e,8k,4f,8l","['Ag', 'As', 'F', 'Xe']",28,cifs_linked/mp-557631.cif,TI
Be1 Ni1,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,TI
Be1 Pd2,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Be1 Pd3,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Be1 Ta2,I 4/ mcm,140,"2d,2c,4e,8k,4f,8l","['Ag', 'As', 'F', 'Xe']",28,cifs_linked/mp-557631.cif,TI
Be1 Ti1,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,TI
Be12 W1,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Be12 W1,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Be2 Cr1,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,TI
Be2 Mo1,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,TI
Be3 Ru2,Ia -3,206,"4b,4a,24e","['Ag', 'F', 'Sb']",32,cifs_linked/mp-3414.cif,TI
Be3 Ti1,R -3 m,166,"3b,1a,1a,1a","['Ag', 'Au', 'S']",6,cifs_linked/mp-34460.cif,TI
Bi1 Br1,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Bi1 Ce2,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Bi1 Hf2,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Bi1 La1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,TI
Bi1 Li1,P 4/ mmm,123,"2a,4g,4f,4e,2c","['Al', 'F', 'Tl']",16,cifs_linked/mp-1539038.cif,TI
Bi1 Lu1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,TI
Bi1 Na1,P 4/ mmm,123,"2a,4g,4f,4e,2c","['Al', 'F', 'Tl']",16,cifs_linked/mp-1539038.cif,TI
Bi1 Nb3,Pm -3 n,223,"8e,2a,6b,6c,12f","['Ba', 'Ce', 'Cu', 'O']",34,cifs_linked/mp-1096779.cif,TI
Bi1 Pd3,Pmma,51,"4i,2f,2d,4j,2e,2e","['Ag', 'Br', 'Hg', 'S']",16,cifs_linked/mp-560067.cif,TI
Bi1 Pr1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,TI
Bi1 Pr2,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Bi1 Rh1,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,TI
Bi1 Sb1,R -3 m,166,"3b,1a,1a,1a","['Ag', 'Au', 'S']",6,cifs_linked/mp-34460.cif,TI
Bi1 Sc1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,TI
Bi1 Se1,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Bi1 Se1,P -3 m 1,164,"2d,2d,1a","['Ac', 'O']",5,cifs_linked/mp-11107.cif,TI
Bi1 Sn1,Cmce,64,"4e,2a,4f,4d","['Ag', 'Cl', 'Pd']",14,cifs_linked/mp-28557.cif,TI
Bi1 Sn1,Cmce,64,"4e,2a,4f,4d","['Ag', 'Cl', 'Pd']",14,cifs_linked/mp-28557.cif,TI
Bi1 Sr2,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Bi1 Te1,P -3 m 1,164,"2d,2d,1a","['Ac', 'O']",5,cifs_linked/mp-11107.cif,TI
Bi1 Te1,P -3 m 1,164,"2d,2d,1a","['Ac', 'O']",5,cifs_linked/mp-11107.cif,TI
Bi16 I4,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Bi2 Ca1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Bi2 Eu1,I 4 1 / amd,141,"2b,2a,4e","['Ag', 'Bi', 'S']",8,cifs_linked/mp-1173060.cif,TI
Bi2 Fe1,I 4/ mcm,140,"2d,2c,4e,8k,4f,8l","['Ag', 'As', 'F', 'Xe']",28,cifs_linked/mp-557631.cif,TI
Bi2 Hf1,Pnnm,58,"2d,4e,2b,8h,4f,4g,8h,4g,4g,8h,8h","['Ag', 'O', 'W']",56,cifs_linked/mp-504466.cif,TI
Bi2 Mg3,P -3 m 1,164,"2d,2d,1a","['Ac', 'O']",5,cifs_linked/mp-11107.cif,TI
Bi2 Pd1,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Bi2 Pd1,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Bi2 Pd5,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Bi2 Pt1,Pbca,61,"8c,8c,8c,8c,8c,8c,8c,8c,8c,8c,8c","['Ag', 'Hg', 'O', 'Se']",88,cifs_linked/mp-558763.cif,TI
Bi2 Pt1,P -3,147,"6g,6g,2c,2d,2d,6g,6g,6g,6g,6g,6g,6g,6g,6g,6g,6g,6g,6g,6g,6g,6g,6g,6g,6g,6g,6g,6g,6g,6g,6g,6g,6g","['Ag', 'Ge', 'O', 'S']",180,cifs_linked/mp-1196546.cif,TI
Bi2 Rh1,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,TI
Bi2 Se2,P -3 m 1,164,"2d,2d,1a","['Ac', 'O']",5,cifs_linked/mp-11107.cif,TI
Bi2 Se3,R -3 m,166,"3b,1a,1a,1a","['Ag', 'Au', 'S']",6,cifs_linked/mp-34460.cif,TI
Bi2 Te3,R -3 m,166,"3b,1a,1a,1a","['Ag', 'Au', 'S']",6,cifs_linked/mp-34460.cif,TI
Bi2 Ti1,Fddd,70,"8h,8h,4g,4f,4g,8h,8h,8h","['Ag', 'H', 'O', 'P']",52,cifs_linked/mp-1195759.cif,TI
